20250908	23:16:38	a767b508-72cc-4c6d-a881-1aa98dc00438	/	GET
20250908	23:16:40	a0424d86-7861-4310-b81f-7f1bb0eda4cc	/css/style.css	GET
20250908	23:16:54	99f366f9-065a-428b-a6ef-291c87bbef72	/new-page.html	GET
20250908	23:16:55	f835573f-56a1-4135-99a2-374352080207	/css/style.css	GET
20250908	23:16:56	08126aef-a26f-4e4a-9ece-69d0cefc922d	/img/img1.jpg	GET
20250908	23:17:50	9ce421f5-b64c-4bdd-a217-37ebfc76a8c4	/new-page.html	GET
20250908	23:18:49	f9bdd758-4cd2-4f30-b4d1-9011ba7dbc6b	/new-page.html	GET
20250908	23:18:50	3f7a7908-3b18-4889-84b1-f52f85c362f1	/img/img1.jpg	GET
20250908	23:18:50	4e178f55-e48e-4f22-80ca-ec39826bc0c8	/css/style.css	GET
20250908	23:18:56	2d427604-bc35-4828-8f08-cbf12a4aa33f	/	GET
20250908	23:18:56	7b16108c-dac5-40b4-b263-d6a60ac6f22e	/css/style.css	GET
20250909	09:04:38	86f4244f-ecea-46e1-9ac5-602a5a723bcb	/	GET
20250909	09:04:38	54e4e201-dafe-4002-a6fe-bbebe1b865c5	/css/style.css	GET
20250909	09:04:38	e379e146-5a17-47e1-b940-3258999733e1	/favicon.ico	GET
20250916	11:00:39	d6be19ea-3bcc-497c-b4c8-04ec9c21642d	GET	undefined	/refresh
20250916	11:02:05	05951b04-6e78-4035-a2f7-732159c67ae6	POST	undefined	/auth
20250916	11:02:10	b9b2b565-842e-4d33-baad-0de5d824acd5	GET	undefined	/refresh
20250916	11:06:51	497502ec-50e6-4cb0-aafa-637d7c90afd1	POST	undefined	/auth
20250916	11:06:53	b18601ca-d61c-40b4-9319-7af54f8d1085	GET	undefined	/refresh
20250916	11:06:55	494956d8-1a20-484f-abc0-559501c1e8e8	GET	undefined	/refresh
20250916	11:08:35	0f425d54-b5b4-4264-895b-e982ec919769	POST	undefined	/auth
20250916	11:08:39	47b07c43-ba6f-4fb6-b8eb-9a0bf1fdc8af	POST	undefined	/auth
20250916	11:08:43	20c36be7-2685-436c-809a-1880d4f33bb2	GET	undefined	/refresh
20250916	11:25:07	7e57f15d-1662-447a-9f27-d497e0b47767	POST	undefined	/auth
20250916	11:25:35	a123591e-e6ae-446d-a9fc-0b2c1f23bd35	GET	undefined	/logout
20250916	11:25:49	1324ee53-dd35-4cc6-8e4b-bba25f903408	POST	undefined	/auth
20250916	11:25:54	0c202e9d-9439-46f5-abcf-5fbc6b36e678	GET	undefined	/logout
20250916	11:26:54	7c82b4f3-8031-4442-bdce-5bef3fb1e489	POST	undefined	/auth
20250916	11:26:58	5f274b0a-4146-46e2-a2a0-e63e8264bc0c	GET	undefined	/refresh
20250916	11:28:11	3228f33b-8ab4-4d41-a802-75dd05063c66	GET	undefined	/refresh
20250916	11:28:16	aee848fb-6662-41ad-87e3-1990e90fb8dd	GET	undefined	/logout
20250916	11:28:23	6aa4d5e1-0a0b-4e78-92f9-d420cfebc83f	GET	undefined	/refresh
20250916	11:28:30	70cbc314-d4bb-4ed2-9aef-a72a59ef7299	POST	undefined	/auth
20250916	11:28:35	25f06268-b288-4047-a76c-7bf1f109890b	GET	undefined	/refresh
20250916	11:28:38	f9ea4b48-4bb4-47b0-b46f-fb16c6a9fc96	GET	undefined	/logout
20250916	11:28:40	e8dbe63d-5d20-4ac8-83f6-8582f38319d7	GET	undefined	/refresh
20250916	20:02:10	eed97860-b44c-4d3f-b7a5-f46de8d39a1e	GET	undefined	/
20250916	20:02:10	6d359a72-858f-4f3c-99f7-587970afa3a8	GET	undefined	/css/style.css
20250916	20:02:10	24bfde6b-0e38-450e-b2a9-5f36e8d83141	GET	undefined	/favicon.ico
